prodcodeid	dmdid	bnfcode	readcode	termfromemis	dmdproductdescription	bnfname	productname	readcode_desc	dmdlevel	vpid	atc	formulation	routeofadministration	drugsubstancename	substancestrength	category
534241000033118	36064711000001106	0501050C0AAAKAK	NA	erythromycin 250mg gastro-resistant capsules	erythromycin 250mg gastro-resistant capsules	erythromycin 250mg gastro-resistant capsules	erythromycin 250mg gastro-resistant capsules	NA	VMP	36064711000001106	J01FA01	gastro-resistant capsule	oral	erythromycin	250.000mg	abx
536141000033119	294211000001105	0501050H0BDANAL	NA	erythroped pi sf 125mg/5ml oral suspension (advanz pharma)	erythroped pi sf 125mg/5ml oral suspension (advanz pharma)	erythroped pi sf 125mg/5ml oral suspension	erythroped pi sf 125mg/5ml oral suspension	NA	AMP	36564711000001108	J01FA01	oral suspension	oral	erythromycin ethyl succinate	25.000mg/1.000ml	abx
536941000033117	324180003	0501050N0AAAAAA	e913.	erythromycin stearate 250mg tablets	erythromycin stearate 250mg tablets	erythromycin stearate 250mg tablets	erythromycin stearate 250mg tablets	erythromycin stearate 250mg tablets	VMP	324180003	J01FA01	tablet	oral	erythromycin stearate	250.000mg	abx
537241000033112	178911000001100	0501050H0BDAPAN	NA	erythroped forte sf 500mg/5ml oral suspension (advanz pharma)	erythroped forte sf 500mg/5ml oral suspension (advanz pharma)	erythroped forte sf 500mg/5ml oral suspension	erythroped forte sf 500mg/5ml oral suspension	NA	AMP	39107211000001106	J01FA01	oral suspension	oral	erythromycin ethyl succinate	100.000mg/1.000ml	abx
537341000033119	108811000001104	0501050H0BDAMAM	NA	erythroped sf 250mg/5ml oral suspension (advanz pharma)	erythroped sf 250mg/5ml oral suspension (advanz pharma)	erythroped sf 250mg/5ml oral suspension	erythroped sf 250mg/5ml oral suspension	NA	AMP	39107311000001103	J01FA01	oral suspension	oral	erythromycin ethyl succinate	50.000mg/1.000ml	abx
537441000033113	36564711000001108	0501050H0AAALAL	NA	erythromycin ethyl succinate 125mg/5ml oral suspension sugar free	erythromycin ethyl succinate 125mg/5ml oral suspension sugar free	erythromycin ethyl succinate 125mg/5ml susp sugar free	erythromycin ethyl succinate 125mg/5ml oral suspension sugar free	NA	VMP	36564711000001108	J01FA01	oral suspension	oral	erythromycin ethyl succinate	25.000mg/1.000ml	abx
537541000033114	39107311000001103	0501050H0AAAMAM	NA	erythromycin ethyl succinate 250mg/5ml oral suspension sugar free	erythromycin ethyl succinate 250mg/5ml oral suspension sugar free	erythromycin ethyl succinate 250mg/5ml susp sugar free	erythromycin ethyl succinate 250mg/5ml oral suspension sugar free	NA	VMP	39107311000001103	J01FA01	oral suspension	oral	erythromycin ethyl succinate	50.000mg/1.000ml	abx
537641000033110	324232005	0501050H0AAAAAA	NA	erythromycin ethyl succinate 125mg/5ml oral suspension	erythromycin ethyl succinate 125mg/5ml oral suspension	erythromycin ethyl succinate 125mg/5ml oral suspension	erythromycin ethyl succinate 125mg/5ml oral suspension	NA	VMP	324232005	J01FA01	oral suspension	oral	erythromycin ethyl succinate	25.000mg/1.000ml	abx
537741000033118	324233000	0501050H0AAABAB	NA	erythromycin ethyl succinate 250mg/5ml oral suspension	erythromycin ethyl succinate 250mg/5ml oral suspension	erythromycin ethyl succinate 250mg/5ml oral suspension	erythromycin ethyl succinate 250mg/5ml oral suspension	NA	VMP	324233000	J01FA01	oral suspension	oral	erythromycin ethyl succinate	50.000mg/1.000ml	abx
537841000033111	324234006	0501050H0AAACAC	NA	erythromycin ethyl succinate 500mg/5ml oral suspension	erythromycin ethyl succinate 500mg/5ml oral suspension	erythromycin ethyl succinate 500mg/5ml oral suspension	erythromycin ethyl succinate 500mg/5ml oral suspension	NA	VMP	324234006	J01FA01	oral suspension	oral	erythromycin ethyl succinate	100.000mg/1.000ml	abx
537941000033115	39107211000001106	0501050H0AAANAN	NA	erythromycin ethyl succinate 500mg/5ml oral suspension sugar free	erythromycin ethyl succinate 500mg/5ml oral suspension sugar free	erythromycin ethyl succinate 500mg/5ml susp sugar free	erythromycin ethyl succinate 500mg/5ml oral suspension sugar free	NA	VMP	39107211000001106	J01FA01	oral suspension	oral	erythromycin ethyl succinate	100.000mg/1.000ml	abx
538841000033112	324179001	0501050H0AAAEAE	NA	erythromycin ethyl succinate 500mg tablets	erythromycin ethyl succinate 500mg tablets	erythromycin ethyl succinate 500mg tablets	erythromycin ethyl succinate 500mg tablets	NA	VMP	324179001	J01FA01	tablet	oral	erythromycin ethyl succinate	500.000mg	abx
5393141000033116	13533511000001104	0301011R0BXAACB	NA	salbulin novolizer 100micrograms/dose inhalation powder (mylan)	salbulin novolizer 100micrograms/dose inhalation powder (viatris uk healthcare ltd)	salbulin novolizer 100micrograms/dose inhalation powder	salbulin novolizer 100micrograms/dose inhalation powder	NA	AMP	13566211000001103	R03AC02	inhalation powder	inhalation	salbutamol sulfate	100.000microgram/1.000dose	saba
5393241000033111	13533711000001109	0301011R0BXABCC	NA	salbulin novolizer 100micrograms/dose inhalation powder refill (mylan)	salbulin novolizer 100micrograms/dose inhalation powder refill (viatris uk healthcare ltd)	salbulin novolizer 100micrograms/dose inhalation pdr refill	salbulin novolizer 100micrograms/dose inhalation powder refill	NA	AMP	13566111000001109	R03AC02	inhalation powder	inhalation	salbutamol sulfate	100.000microgram/1.000dose	saba
5393341000033118	8031811000001102	0302000K0BFAAAV	NA	budelin novolizer 200micrograms/dose inhalation powder (mylan)	budelin novolizer 200micrograms/dose inhalation powder (viatris uk healthcare ltd)	budelin novolizer 200micrograms/dose inhalation powder	budelin novolizer 200micrograms/dose inhalation powder	NA	AMP	8024611000001102	R03BA02	inhalation powder	inhalation	budesonide	200.000microgram/1.000dose	ics
5393441000033112	9111811000001100	0302000K0BFABAW	NA	budelin novolizer 200micrograms/dose inhalation powder refill (mylan)	budelin novolizer 200micrograms/dose inhalation powder refill (viatris uk healthcare ltd)	budelin novolizer 200micrograms/dose inhalation pdr refill	budelin novolizer 200micrograms/dose inhalation powder refill	NA	AMP	9117811000001107	R03BA02	inhalation powder	inhalation	budesonide	200.000microgram/1.000dose	ics
53941000033113	3243311000001101	0501013B0BCAIAH	NA	amoxil 3g oral powder sachets sucrose free (glaxosmithkline uk ltd)	amoxil 3g oral powder sachets sucrose free (glaxosmithkline uk ltd)	amoxil 3g oral powder sachets sucrose free	amoxil 3g oral powder sachets sucrose free	NA	AMP	35902111000001107	J01CA04	powder	oral	amoxicillin trihydrate	3.000gram	abx
539541000033115	274611000001103	0501050N0BBAAAA	NA	erythrocin 250 tablets (advanz pharma)	erythrocin 250 tablets (advanz pharma)	erythrocin 250 tablets	erythrocin 250 tablets	NA	AMP	324180003	J01FA01	tablet	oral	erythromycin stearate	250.000mg	abx
539641000033119	30611000001101	0501050N0BBABAB	NA	erythrocin 500 tablets (advanz pharma)	erythrocin 500 tablets (advanz pharma)	erythrocin 500 tablets	erythrocin 500 tablets	NA	AMP	324181004	J01FA01	tablet	oral	erythromycin stearate	500.000mg	abx
540141000033115	580811000001109	0501050H0BDAIAE	e91n.	erythroped a 500mg tablets (advanz pharma)	erythroped a 500mg tablets (advanz pharma)	erythroped a 500mg tablets	erythroped a 500mg tablets	erythroped a 500mg tablets	AMP	324179001	J01FA01	tablet	oral	erythromycin ethyl succinate	500.000mg	abx
55641000033117	774011000001100	0501013B0BFAGAS	NA	amix 125 oral suspension (ashbourne pharmaceuticals ltd)	amix 125 oral suspension (ashbourne pharmaceuticals ltd)	amix 125 oral suspension	amix 125 oral suspension	NA	AMP	35901911000001104	J01CA04	oral suspension	oral	amoxicillin trihydrate	25.000mg/1.000ml	abx
55741000033114	252511000001109	0501013B0BFAIAT	NA	amix 250 oral suspension (ashbourne pharmaceuticals ltd)	amix 250 oral suspension (ashbourne pharmaceuticals ltd)	amix 250 oral suspension	amix 250 oral suspension	NA	AMP	39021911000001105	J01CA04	oral suspension	oral	amoxicillin trihydrate	50.000mg/1.000ml	abx
55941000033112	234411000001104	0501013B0BCAEAS	NA	amoxil 125mg/5ml syrup sucrose free (glaxosmithkline uk ltd)	amoxil 125mg/5ml syrup sucrose free (glaxosmithkline uk ltd)	amoxil 125mg/5ml syrup sucrose free	amoxil 125mg/5ml syrup sucrose free	NA	AMP	35901911000001104	J01CA04	oral suspension	oral	amoxicillin trihydrate	25.000mg/1.000ml	abx
56041000033119	689711000001103	0501013B0BCAFAT	NA	amoxil 250mg/5ml syrup sucrose free (glaxosmithkline uk ltd)	amoxil 250mg/5ml syrup sucrose free (glaxosmithkline uk ltd)	amoxil 250mg/5ml syrup sucrose free	amoxil 250mg/5ml syrup sucrose free	NA	AMP	39021911000001105	J01CA04	oral suspension	oral	amoxicillin trihydrate	50.000mg/1.000ml	abx
563541000033110	NA	NA	NA	fenoterol hydrobromide with extension aerosol inhalation 200 micrograms/puff	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	saba
567541000033119	4558411000001107	0301011F0AAAAAA	NA	fenoterol 200micrograms/dose inhaler	fenoterol 200micrograms/dose inhaler	fenoterol 200micrograms/dose inhaler	fenoterol 200micrograms/dose inhaler	NA	VMP	4558411000001107	R03AC04	pressurised inhalation	inhalation	fenoterol hydrobromide	200.000microgram/1.000dose	saba
567841000033117	NA	NA	NA	fenoterol hydrobromide inhaler 100 micrograms/puff	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	saba
56841000033114	42011000001106	0501013B0BGACAS	NA	amoram 125mg/5ml oral suspension (lpc medical (uk) ltd)	amoram 125mg/5ml oral suspension (lpc medical (uk) ltd)	amoram 125mg/5ml oral suspension	amoram 125mg/5ml oral suspension	NA	AMP	35901911000001104	J01CA04	oral suspension	oral	amoxicillin trihydrate	25.000mg/1.000ml	abx
56941000033118	284811000001105	0501013B0BGADAT	NA	amoram 250mg/5ml oral suspension (lpc medical (uk) ltd)	amoram 250mg/5ml oral suspension (lpc medical (uk) ltd)	amoram 250mg/5ml oral suspension	amoram 250mg/5ml oral suspension	NA	AMP	39021911000001105	J01CA04	oral suspension	oral	amoxicillin trihydrate	50.000mg/1.000ml	abx
5697041000033116	7322211000001104	0501013K0AAAHAH	NA	co-amoxiclav 125mg/31mg/5ml oral suspension	co-amoxiclav 125mg/31mg/5ml oral suspension	co-amoxiclav 125mg/31mg/5ml oral suspension	co-amoxiclav 125mg/31mg/5ml oral suspension	NA	VMP	7322211000001104	J01CR02	oral suspension	oral	amoxicillin trihydrate/ potassium clavulanate	25.000mg/1.000ml + 6.250mg/1.000ml	abx
5697141000033117	7322311000001107	0501013K0AAAIAI	NA	co-amoxiclav 250mg/62mg/5ml oral suspension	co-amoxiclav 250mg/62mg/5ml oral suspension	co-amoxiclav 250mg/62mg/5ml oral suspension	co-amoxiclav 250mg/62mg/5ml oral suspension	NA	VMP	7322311000001107	J01CR02	oral suspension	oral	amoxicillin trihydrate/ potassium clavulanate	50.000mg/1.000ml + 12.500mg/1.000ml	abx
5707041000033111	17313711000001107	0301011X0AAAAAA	NA	indacaterol 150microgram inhalation powder capsules with device	indacaterol 150microgram inhalation powder capsules with device	indacaterol 150microgram inhalation pdr caps with device	indacaterol 150microgram inhalation powder capsules with device	NA	VMP	17313711000001107	R03AC18	inhalation powder	inhalation	indacaterol maleate	150.000microgram	laba
5707141000033110	17313811000001104	0301011X0AAABAB	NA	indacaterol 300microgram inhalation powder capsules with device	indacaterol 300microgram inhalation powder capsules with device	indacaterol 300microgram inhalation pdr caps with device	indacaterol 300microgram inhalation powder capsules with device	NA	VMP	17313811000001104	R03AC18	inhalation powder	inhalation	indacaterol maleate	300.000microgram	laba
5707241000033115	17300811000001109	0301011X0BBAAAA	NA	onbrez breezhaler 150microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)	onbrez breezhaler 150microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)	onbrez breezhaler 150microgram inhalation pdr caps with dev	onbrez breezhaler 150microgram inhalation powder capsules with device	NA	AMP	17313711000001107	R03AC18	inhalation powder	inhalation	indacaterol maleate	150.000microgram	laba
5707341000033113	17299911000001102	0301011X0BBABAB	NA	onbrez breezhaler 300microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)	onbrez breezhaler 300microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)	onbrez breezhaler 300microgram inhalation pdr caps with dev	onbrez breezhaler 300microgram inhalation powder capsules with device	NA	AMP	17313811000001104	R03AC18	inhalation powder	inhalation	indacaterol maleate	300.000microgram	laba
5747941000033119	4865011000001104	0501021L0AAANAN	NA	cefalexin 125mg/5ml oral suspension sugar free	cefalexin 125mg/5ml oral suspension sugar free	cefalexin 125mg/5ml oral suspension sugar free	cefalexin 125mg/5ml oral suspension sugar free	NA	VMP	4865011000001104	J01DB01	oral suspension	oral	cefalexin	25.000mg/1.000ml	abx
576141000033117	3177911000001105	0302000C0BGABAB	NA	filair 100 inhaler (meda pharmaceuticals ltd)	filair 100 inhaler (meda pharmaceuticals ltd)	filair 100 inhaler	filair 100 inhaler	NA	AMP	320537007	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	100.000microgram/1.000dose	ics
576241000033112	3175211000001109	0302000C0BGAAAA	NA	filair 50 inhaler (meda pharmaceuticals ltd)	filair 50 inhaler (meda pharmaceuticals ltd)	filair 50 inhaler	filair 50 inhaler	NA	AMP	35909511000001107	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	50.000microgram/1.000dose	ics
576341000033119	4753511000001101	0302000C0BGACAC	NA	filair forte 250micrograms/dose inhaler (meda pharmaceuticals ltd)	filair forte 250micrograms/dose inhaler (meda pharmaceuticals ltd)	filair forte 250micrograms/dose inhaler	filair forte 250micrograms/dose inhaler	NA	AMP	35908811000001103	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	250.000microgram/1.000dose	ics
576741000033118	3184311000001107	0302000N0BBASAS	NA	flixotide 100micrograms/dose accuhaler (glaxosmithkline uk ltd)	flixotide 100micrograms/dose accuhaler (glaxosmithkline uk ltd)	flixotide 100micrograms/dose accuhaler	flixotide 100micrograms/dose accuhaler	NA	AMP	38897811000001101	R03BA05	inhalation powder	inhalation	fluticasone propionate	100.000microgram/1.000dose	ics
576841000033111	3184911000001108	0302000N0BBATAT	NA	flixotide 250micrograms/dose accuhaler (glaxosmithkline uk ltd)	flixotide 250micrograms/dose accuhaler (glaxosmithkline uk ltd)	flixotide 250micrograms/dose accuhaler	flixotide 250micrograms/dose accuhaler	NA	AMP	36565411000001101	R03BA05	inhalation powder	inhalation	fluticasone propionate	250.000microgram/1.000dose	ics
576941000033115	3183811000001101	0302000N0BBARAR	NA	flixotide 50micrograms/dose accuhaler (glaxosmithkline uk ltd)	flixotide 50micrograms/dose accuhaler (glaxosmithkline uk ltd)	flixotide 50micrograms/dose accuhaler	flixotide 50micrograms/dose accuhaler	NA	AMP	38897911000001106	R03BA05	inhalation powder	inhalation	fluticasone propionate	50.000microgram/1.000dose	ics
577041000033119	3185211000001103	0302000N0BBAUAU	NA	flixotide 500micrograms/dose accuhaler (glaxosmithkline uk ltd)	flixotide 500micrograms/dose accuhaler (glaxosmithkline uk ltd)	flixotide 500micrograms/dose accuhaler	flixotide 500micrograms/dose accuhaler	NA	AMP	38897711000001109	R03BA05	inhalation powder	inhalation	fluticasone propionate	500.000microgram/1.000dose	ics
5811241000033111	38895411000001109	0302000R0AAAAAA	NA	mometasone 200micrograms/dose dry powder inhaler	mometasone 200micrograms/dose dry powder inhaler	mometasone 200micrograms/dose dry powder inhaler	mometasone 200micrograms/dose dry powder inhaler	NA	VMP	38895411000001109	R03BA07	inhalation powder	inhalation	mometasone furoate	200.000microgram/1.000dose	ics
5811341000033118	38895611000001107	0302000R0AAACAC	NA	mometasone 400micrograms/dose dry powder inhaler	mometasone 400micrograms/dose dry powder inhaler	mometasone 400micrograms/dose dry powder inhaler	mometasone 400micrograms/dose dry powder inhaler	NA	VMP	38895611000001107	R03BA07	inhalation powder	inhalation	mometasone furoate	400.000microgram/1.000dose	ics
5811441000033112	4045711000001107	0302000R0BBAAAA	NA	asmanex 200micrograms/dose twisthaler (organon pharma (uk) ltd)	asmanex 200micrograms/dose twisthaler (organon pharma (uk) ltd)	asmanex 200micrograms/dose twisthaler	asmanex 200micrograms/dose twisthaler	NA	AMP	38895411000001109	R03BA07	inhalation powder	inhalation	mometasone furoate	200.000microgram/1.000dose	ics
5811541000033113	4043811000001103	0302000R0BBACAC	NA	asmanex 400micrograms/dose twisthaler (organon pharma (uk) ltd)	asmanex 400micrograms/dose twisthaler (organon pharma (uk) ltd)	asmanex 400micrograms/dose twisthaler	asmanex 400micrograms/dose twisthaler	NA	AMP	38895611000001107	R03BA07	inhalation powder	inhalation	mometasone furoate	400.000microgram/1.000dose	ics
581241000033110	3098611000001101	0302000N0BBACAC	NA	flixotide 100microgram disks with diskhaler (glaxosmithkline uk ltd)	flixotide 100microgram disks with diskhaler (glaxosmithkline uk ltd)	flixotide 100microgram disks with diskhaler	flixotide 100microgram disks with diskhaler	NA	AMP	36059311000001100	R03BA05	inhalation powder	inhalation	fluticasone propionate	100.000microgram	ics
581341000033117	3106311000001102	0302000N0BBAEAE	NA	flixotide 250microgram disks with diskhaler (glaxosmithkline uk ltd)	flixotide 250microgram disks with diskhaler (glaxosmithkline uk ltd)	flixotide 250microgram disks with diskhaler	flixotide 250microgram disks with diskhaler	NA	AMP	36059411000001107	R03BA05	inhalation powder	inhalation	fluticasone propionate	250.000microgram	ics
581441000033111	3097711000001109	0302000N0BBAAAA	NA	flixotide 50microgram disks with diskhaler (glaxosmithkline uk ltd)	flixotide 50microgram disks with diskhaler (glaxosmithkline uk ltd)	flixotide 50microgram disks with diskhaler	flixotide 50microgram disks with diskhaler	NA	AMP	36059911000001104	R03BA05	inhalation powder	inhalation	fluticasone propionate	50.000microgram	ics
581841000033114	3108411000001105	0302000N0BBAPAP	NA	flixotide 500microgram disks with diskhaler (glaxosmithkline uk ltd)	flixotide 500microgram disks with diskhaler (glaxosmithkline uk ltd)	flixotide 500microgram disks with diskhaler	flixotide 500microgram disks with diskhaler	NA	AMP	36059711000001101	R03BA05	inhalation powder	inhalation	fluticasone propionate	500.000microgram	ics
585741000033118	4856011000001103	0302000N0BBAGAG	NA	flixotide 25micrograms/dose inhaler (glaxosmithkline uk ltd)	flixotide 25micrograms/dose inhaler (glaxosmithkline uk ltd)	flixotide 25micrograms/dose inhaler	flixotide 25micrograms/dose inhaler	NA	AMP	36059111000001102	R03BA05	pressurised inhalation	inhalation	fluticasone propionate	25.000microgram/1.000dose	ics
